track,artist,release,explicit,uri,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,pitches,Timbre,CS,start,Y
MONOPOLY (with Victoria Monet),Ariana Grande,2019-04-01,1,spotify:track:6tsOcBnaKgzK22yEiqRh8P,0.709,0.894,0.141,0.508,0.0,0.0,0.093,0.756,1.0,0.377,0.586,0.75,0.701,0.364,0.156,0.879,0.729,2.515
Insomnia,Daya,2019-03-08,0,spotify:track:7hzlzoOwCZ4D3Ow5YZK4kj,0.095,0.727,0.164,0.658,0.0,0.636,0.384,0.848,1.0,0.041,0.459,0.75,0.37,0.455,0.17,0.981,0.729,1.167
Just You and I,Tom Walker,2019-01-11,0,spotify:track:2n48BjaFSczfeIG3HaIaPv,0.459,0.502,0.159,0.703,0.0,0.818,0.097,0.839,1.0,0.295,0.27,0.75,0.543,0.538,0.103,0.955,0.729,1.053
Kill This Love,BLACKPINK,2019-04-05,0,spotify:track:18PergoIrGmRyeYxnaXJN2,0.322,0.708,0.174,0.873,0.002,0.182,0.322,0.875,1.0,0.227,0.512,0.75,0.581,0.579,0.179,0.973,0.732,2.166
Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,2019-08-02,0,spotify:track:6zpiwiexX8HpFCZLyIWKDv,0.053,0.881,0.137,0.583,0.0,0.545,0.094,0.833,1.0,0.09,0.537,0.75,0.623,0.279,0.123,0.983,0.733,10.265
Outta My Head (with John Mayer),Khalid,2019-04-05,0,spotify:track:09oZ9eXQ2fo6YDrPzJqAoP,0.018,0.697,0.161,0.547,0.0,0.0,0.369,0.769,1.0,0.009,0.336,0.75,0.511,0.511,0.07,0.901,0.733,3.042
Talk (feat. Disclosure),Khalid,2019-04-05,0,spotify:track:6TqXcAFInzjp0bODyvrWEq,0.051,0.905,0.183,0.397,0.0,0.0,0.041,0.747,1.0,0.109,0.537,0.75,0.335,0.249,0.179,0.887,0.733,4.733
Bad Luck,Khalid,2019-04-05,0,spotify:track:2vsuel3g4zaLYSOY0mOMbi,0.279,0.338,0.221,0.521,0.388,0.091,0.124,0.836,0.0,0.034,0.708,0.75,0.29,0.373,0.076,0.798,0.733,1.862
Free Spirit,Khalid,2019-04-05,0,spotify:track:2kAIpGWnlFLQh48iut6Zzq,0.31,0.574,0.166,0.445,0.001,0.182,0.095,0.721,0.0,0.011,0.562,0.75,0.088,0.324,0.054,0.86,0.733,1.893
Intro,Khalid,2019-04-05,0,spotify:track:5BfMJ6iytQnu1r7iiCYSXe,0.31,0.074,0.2,0.413,0.027,0.0,0.074,0.714,1.0,0.012,0.194,0.75,0.031,0.229,0.078,0.732,0.733,1.901
Cool,Jonas Brothers,2019-06-07,0,spotify:track:7yfi8B8opXjnRh4VZnOkz9,0.009,0.642,0.15,0.602,0.0,0.0,0.143,0.837,1.0,0.021,0.189,0.75,0.623,0.415,0.044,0.896,0.733,1.795
Right Back,Khalid,2019-08-13,0,spotify:track:6PYnUsNEpYC7A4BS2sjw3L,0.094,0.766,0.246,0.427,0.0,0.455,0.143,0.706,0.0,0.304,0.299,0.75,0.555,0.382,0.446,0.896,0.733,1.82
Paradise,Khalid,2019-04-05,0,spotify:track:6fOOKqQWcSy33ApU1wqkkW,0.207,0.518,0.157,0.451,0.003,1.0,0.071,0.719,1.0,0.135,0.165,0.75,0.521,0.352,0.252,0.901,0.733,1.903
Hundred,Khalid,2019-04-05,0,spotify:track:0HEckRWFSknIupbGzavk5d,0.052,0.749,0.27,0.483,0.0,0.545,0.378,0.705,0.0,0.036,0.439,0.75,0.475,0.307,0.097,0.899,0.733,1.753
Twenty One,Khalid,2019-04-05,0,spotify:track:1NgCWYuBLfqBDA3b8MgSVU,0.213,0.754,0.169,0.444,0.004,0.818,0.109,0.748,1.0,0.015,0.378,0.75,0.397,0.25,0.119,0.954,0.733,1.784
Paradise,Bazzi,2019-08-09,1,spotify:track:0Rx0DJI556Ix5gBny6EWmn,0.083,0.836,0.152,0.649,0.0,1.0,0.097,0.814,0.0,0.027,0.452,0.75,0.592,0.455,0.25,0.87,0.733,2.298
Bluffin',Khalid,2019-04-05,0,spotify:track:42w7pX3r1TpLR0i55Ek5ND,0.356,0.456,0.185,0.309,0.0,0.0,0.086,0.697,1.0,0.025,0.498,0.5,0.274,0.272,0.147,0.84,0.733,1.702
Alive,Khalid,2019-04-05,0,spotify:track:12VqHHz4wvVcnEdSivjLeQ,0.838,0.283,0.161,0.403,0.062,1.0,0.159,0.694,1.0,0.021,0.188,0.75,0.187,0.28,0.056,0.777,0.733,1.66
Heaven,Khalid,2019-04-05,0,spotify:track:0Hgqglypzt6Qs5Duqskcqs,0.618,0.324,0.2,0.479,0.694,0.727,0.049,0.739,1.0,0.015,0.421,0.75,0.088,0.379,0.051,0.777,0.733,1.571
Inmortal,Aventura,2019-04-05,0,spotify:track:2swZ0X1njeU32SNJeBKIfW,0.179,0.747,0.248,0.784,0.0,0.727,0.046,0.861,0.0,0.013,0.464,0.75,0.862,0.36,0.081,0.892,0.733,1.307
Make It Better (feat. Smokey Robinson),Anderson .Paak,2019-04-12,0,spotify:track:4SBVWkRIMJ6WBCYPvr5Bwr,0.011,0.634,0.207,0.562,0.004,0.364,0.123,0.821,0.0,0.044,0.796,0.75,0.55,0.422,0.158,0.892,0.733,1.286
Gloria,The Lumineers,2019-09-13,0,spotify:track:5BkGp7FLUUpKgWl29jBK0J,0.663,0.449,0.204,0.721,0.0,1.0,0.061,0.821,1.0,0.015,0.185,0.75,0.663,0.353,0.06,0.9,0.733,1.185
This Life,Vampire Weekend,2019-05-03,0,spotify:track:4dRqYKhLVujxiBXcq50YzG,0.229,0.565,0.261,0.719,0.0,0.818,0.037,0.809,1.0,0.082,0.745,0.75,0.843,0.476,0.12,0.961,0.733,1.151
"West Coast (feat. Blueface, ALLBLACK & YG)",G-Eazy,2019-03-28,1,spotify:track:4EnEGf9JzAJhF1XNY9DJcD,0.074,0.882,0.248,0.784,0.0,0.909,0.722,0.851,1.0,0.33,0.306,0.75,0.817,0.638,0.403,0.931,0.733,1.088
Caught in the Fire,Bazzi,2019-04-01,1,spotify:track:29lG0RlQXa6Fms3DXs1TIT,0.149,0.696,0.152,0.712,0.0,0.0,0.338,0.827,1.0,0.135,0.713,0.75,0.295,0.436,0.188,0.92,0.733,1.03
Sanguine Paradise,Lil Uzi Vert,2019-04-09,1,spotify:track:3XiNC94b4Tq1xwv70sQJGN,0.095,0.697,0.234,0.607,0.0,0.545,0.097,0.801,0.0,0.046,0.531,0.75,0.19,0.381,0.144,0.906,0.737,4.683
That's a Rack,Lil Uzi Vert,2019-04-09,1,spotify:track:4pCEIQ6wBVuaJdER5bALtO,0.06,0.845,0.226,0.431,0.0,0.091,0.132,0.763,0.0,0.507,0.562,0.75,0.243,0.302,0.127,0.812,0.737,2.268
SOS,Avicii,2019-06-06,0,spotify:track:2x0RZdkZcD8QRI53XT4GI5,0.274,0.785,0.139,0.65,0.0,0.455,0.104,0.817,0.0,0.052,0.318,0.75,0.367,0.385,0.124,0.922,0.737,3.223
Boy With Luv (feat. Halsey),BTS,2019-04-12,0,spotify:track:5KawlOMHjWeUjQtnuRs22c,0.093,0.595,0.219,0.874,0.0,1.0,0.181,0.858,0.0,0.078,0.439,0.75,0.809,0.6,0.092,0.863,0.739,3.699
Mikrokosmos,BTS,2019-04-12,0,spotify:track:5hnbE5BF2e8BCk9OMR1UVC,0.126,0.517,0.212,0.87,0.0,0.727,0.03,0.845,1.0,0.097,0.769,0.5,0.471,0.452,0.078,0.941,0.739,1.784
Make It Right,BTS,2019-10-18,0,spotify:track:314ZkcV7oLWG8yWE7LABvH,0.031,0.522,0.215,0.691,0.0,0.636,0.178,0.77,1.0,0.426,0.302,0.75,0.334,0.397,0.112,0.947,0.739,1.754
HOME,BTS,2019-04-12,0,spotify:track:7lthOBXNue2IvedLRfkod8,0.014,0.581,0.223,0.808,0.0,0.636,0.183,0.861,0.0,0.021,0.58,0.75,0.533,0.436,0.105,0.907,0.739,1.793
Dionysus,BTS,2020-02-21,0,spotify:track:2SytGgja3g2R2N9lzV6n3E,0.04,0.423,0.24,0.922,0.0,0.636,0.316,0.915,1.0,0.089,0.781,0.75,0.589,0.543,0.041,0.963,0.739,1.615
Jamais Vu,BTS,2020-02-21,0,spotify:track:5oXdWFCLkBX5XmGbTrlK40,0.227,0.551,0.216,0.47,0.0,0.727,0.079,0.801,1.0,0.021,0.202,0.75,0.225,0.302,0.149,0.933,0.739,1.778
Intro : Persona,BTS,2020-02-21,0,spotify:track:2BgZrbbAZxSnyE7U5efVrG,0.028,0.384,0.154,0.882,0.0,0.818,0.31,0.866,0.0,0.338,0.237,0.75,0.656,0.668,0.118,0.843,0.739,1.652
Sixteen,Ellie Goulding,2019-04-12,0,spotify:track:4PkIDTPGedm0enzdvilLNd,0.27,0.624,0.187,0.81,0.0,0.727,0.04,0.838,1.0,0.12,0.378,0.75,0.54,0.467,0.167,0.986,0.739,1.521
Borderline,Tame Impala,2020-02-14,0,spotify:track:5hM5arv9KDbCHS0k9uqwjr,0.041,0.567,0.227,0.885,0.0,0.455,0.065,0.906,0.0,0.015,0.306,0.75,0.888,0.439,0.085,0.864,0.739,1.113
Jet Black (feat. Brandy),Anderson .Paak,2019-04-12,1,spotify:track:70pZIQqQ37SrNCADx0FiPN,0.03,0.805,0.195,0.6,0.0,0.636,0.086,0.773,0.0,0.106,0.368,0.75,0.468,0.643,0.073,0.909,0.739,1.365
Come Home (feat. Andre 3000),Anderson .Paak,2019-04-12,1,spotify:track:6RpunyUP44SDweJPDScLSF,0.014,0.502,0.259,0.825,0.0,0.727,0.111,0.853,1.0,0.125,0.712,0.75,0.313,0.505,0.103,0.959,0.739,1.353
"Heaven Can Wait (feat. Sia, Diplo, and Labrinth)",Sia,2019-04-12,0,spotify:track:2VDTgXwf3F6kcpX4HI0BKy,0.034,0.523,0.181,0.527,0.0,0.636,0.125,0.824,0.0,0.062,0.73,0.5,0.531,0.458,0.106,0.873,0.739,1.151
Back To Love,Chris Brown,2019-06-28,1,spotify:track:2HDqP1ao45k1t7mPe7lo4C,0.094,0.699,0.208,0.935,0.0,0.455,0.152,0.897,0.0,0.041,0.458,0.75,0.508,0.585,0.071,0.913,0.739,1.051
Reachin' 2 Much (feat. Lalah Hathaway),Anderson .Paak,2019-04-12,1,spotify:track:577g1tDBKntqev2lLDydxs,0.001,0.527,0.356,0.659,0.0,0.364,0.089,0.858,0.0,0.047,0.442,0.75,0.317,0.614,0.059,0.9,0.739,1.027
"No New Friends (feat. Sia, Diplo, and Labrinth)",Sia,2019-04-12,0,spotify:track:6Dma0t0hOe6Bd6u5YRKF3n,0.064,0.693,0.16,0.71,0.0,0.636,0.126,0.861,1.0,0.025,0.354,0.75,0.641,0.467,0.107,0.983,0.742,1.004
Power is Power,SZA,2019-04-26,0,spotify:track:4cbdPT6uaBOgOQe3fLMofl,0.004,0.429,0.198,0.649,0.0,0.364,0.208,0.779,1.0,0.044,0.804,0.75,0.153,0.531,0.085,0.916,0.745,2.622
Earth,Lil Dicky,2019-04-18,1,spotify:track:2S1LebN6AXXQqJolBxlWgO,0.644,0.655,0.275,0.669,0.0,0.182,0.076,0.861,1.0,0.029,0.293,0.75,0.681,0.388,0.074,0.929,0.745,2.003
"Carry On (from the Original Motion Picture ""POKEMON Detective Pikachu"")",Kygo,2019-04-19,0,spotify:track:3y3brCCecHC3Db18aIOnny,0.383,0.53,0.203,0.712,0.0,0.818,0.116,0.807,0.0,0.059,0.451,0.75,0.256,0.443,0.042,0.884,0.745,1.699
Before I Let Go - Homecoming Live Bonus Track,Beyonce,2019-04-17,0,spotify:track:7LikBkHerFGZ58QHVOKp1t,0.069,0.678,0.231,0.852,0.0,0.545,0.339,0.838,0.0,0.08,0.335,0.75,0.429,0.59,0.159,0.909,0.745,1.382
Slide (feat. Blueface & Lil Tjay),French Montana,2019-04-16,1,spotify:track:40Zb4FZ6nS1Hj8RVfaLkCV,0.094,0.46,0.171,0.711,0.0,0.455,0.173,0.883,0.0,0.251,0.293,0.75,0.592,0.494,0.151,0.905,0.745,1.272
Soulmate,Lizzo,2019-04-19,1,spotify:track:6h2wpo2pshM8QnAvRySEO0,0.005,0.654,0.159,0.859,0.001,0.636,0.511,0.865,1.0,0.07,0.311,0.75,0.777,0.643,0.154,0.954,0.745,1.168
Juice,Lizzo,2019-04-19,1,spotify:track:0k664IuFwVP557Gnx7RhIl,0.006,0.743,0.181,0.901,0.0,0.636,0.404,0.909,1.0,0.078,0.439,0.75,0.856,0.723,0.055,0.971,0.745,1.581
Remember You Young,Thomas Rhett,2019-05-31,0,spotify:track:3LK6wDkhbTyg8GhJidU9oC,0.357,0.295,0.165,0.511,0.0,0.545,0.097,0.814,1.0,0.01,0.403,0.75,0.286,0.231,0.072,0.932,0.745,1.219
Goddamn (feat. A Boogie wit da Hoodie),Tyga,2019-04-15,1,spotify:track:0Zl4G9qcdXV5hVhdOirNHG,0.067,0.965,0.198,0.575,0.0,0.0,0.104,0.822,0.0,0.216,0.349,0.75,0.413,0.374,0.186,0.835,0.745,1.086
Wobble Up,Chris Brown,2019-04-18,1,spotify:track:5LYwm0eVFzjfMsKTiDlDwZ,0.127,0.442,0.21,0.793,0.0,0.364,0.111,0.832,1.0,0.344,0.866,0.75,0.636,0.588,0.308,0.95,0.745,1.053
Goin Baby,DaBaby,2019-03-01,1,spotify:track:3WyRgi8CzQnhzO0xw79tTS,0.129,0.729,0.122,0.781,0.0,0.545,0.144,0.834,1.0,0.4,0.518,0.75,0.683,0.575,0.244,0.985,0.745,1.317
Verte Ir,DJ Luian,2019-03-28,0,spotify:track:4lzxJ4jCuFDXXGkE1LmpKR,0.393,0.851,0.26,0.652,0.0,1.0,0.067,0.875,0.0,0.08,0.293,0.75,0.552,0.405,0.238,0.873,0.746,1.031
Truth Hurts,Lizzo,2019-04-19,1,spotify:track:3HWzoMvoF3TQfYg4UPszDq,0.111,0.68,0.157,0.628,0.0,0.364,0.108,0.907,0.0,0.097,0.672,0.75,0.404,0.271,0.119,0.918,0.747,4.001
Sorry,Beyonce,2016-04-23,1,spotify:track:0lnIJmgcUpEpe4AZACjayW,0.002,0.753,0.222,0.602,0.0,0.182,0.246,0.785,1.0,0.032,0.501,0.75,0.346,0.437,0.272,0.948,0.749,1.867
Hold Up,Beyonce,2016-04-23,1,spotify:track:0rzNMzZsubFcXSEh7dnem7,0.75,0.45,0.209,0.394,0.0,0.0,0.531,0.65,1.0,0.405,0.2,0.75,0.551,0.387,0.246,0.783,0.749,1.78
Formation,Beyonce,2016-04-23,1,spotify:track:6g0Orsxv6glTJCt4cHsRsQ,0.005,0.899,0.193,0.625,0.0,0.455,0.185,0.797,0.0,0.227,0.452,0.75,0.83,0.494,0.03,0.884,0.749,1.709
6 Inch (feat. The Weeknd),Beyonce,2016-04-23,1,spotify:track:0pxNyJJiL2zZZ5GgJ4JhsQ,0.044,0.44,0.252,0.642,0.0,0.545,0.094,0.74,1.0,0.043,0.549,0.75,0.312,0.489,0.028,0.956,0.749,2.14
Pray You Catch Me,Beyonce,2016-04-23,0,spotify:track:7rLDARtJALM7QdiJDMXW7m,0.637,0.119,0.182,0.207,0.075,0.727,0.403,0.6,0.0,0.015,0.773,0.5,0.051,0.336,0.109,0.603,0.749,1.92
Daddy Lessons,Beyonce,2016-04-23,0,spotify:track:71OvX5NNLrmz7rpq1ANTQn,0.275,0.593,0.282,0.504,0.0,0.636,0.348,0.753,1.0,0.205,0.262,0.75,0.599,0.478,0.137,0.965,0.749,1.702
All Night,Beyonce,2016-04-23,0,spotify:track:7oAuqs6akGnPU3Tb00ZmyM,0.394,0.51,0.32,0.575,0.0,1.0,0.076,0.791,1.0,0.066,0.539,0.75,0.629,0.465,0.078,0.942,0.749,1.695
Love Drought,Beyonce,2016-04-23,0,spotify:track:2RQAG0wQt35UzAPEyVJFWN,0.021,0.366,0.227,0.537,0.669,0.818,0.111,0.689,0.0,0.021,0.665,0.75,0.199,0.341,0.146,0.721,0.749,1.748
Freedom (feat. Kendrick Lamar),Beyonce,2016-04-23,0,spotify:track:7aBxcRw77817BrkdPChAGY,0.038,0.344,0.284,0.813,0.0,0.182,0.703,0.81,1.0,0.299,0.223,0.75,0.398,0.538,0.051,0.856,0.749,1.752
Sorry - Original Demo,Beyonce,2016-04-23,1,spotify:track:6eR1N0EBHiDkGDzegX99d3,0.949,0.476,0.191,0.254,0.0,0.091,0.113,0.632,1.0,0.108,0.652,0.75,0.414,0.304,0.158,0.779,0.749,1.546
Sandcastles,Beyonce,2016-04-23,1,spotify:track:2FNPJWVdGxYhWaotd6rULS,0.872,0.216,0.167,0.353,0.0,0.909,0.179,0.701,1.0,0.013,0.221,0.5,0.078,0.339,0.082,0.71,0.749,1.498
Forward (feat. James Blake),Beyonce,2016-04-23,0,spotify:track:2bOWJIYSbhwg2NMQq1QMYH,0.954,0.284,0.054,0.122,0.062,0.636,0.091,0.544,0.0,0.026,0.467,0.75,0.025,0.208,0.118,0.573,0.749,1.374
Stop Snitchin,YG,2019-05-24,1,spotify:track:5IjRKZlpKVBBRn0COL7pik,0.005,0.833,0.131,0.75,0.0,0.636,0.138,0.867,1.0,0.325,0.811,0.75,0.625,0.638,0.433,0.98,0.75,1.3
CrasH,ScHoolboy Q,2019-04-26,1,spotify:track:6BKAKoo7J2vwJGZJs5dhGD,0.031,0.813,0.144,0.649,0.0,0.091,0.069,0.822,1.0,0.161,0.513,0.75,0.801,0.478,0.13,0.931,0.751,1.418
ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,2019-08-23,0,spotify:track:2Rk4JlNc2TPmZe2af99d45,0.033,0.553,0.178,0.84,0.0,0.0,0.102,0.876,1.0,0.036,0.818,0.75,0.736,0.559,0.209,0.904,0.752,5.162
Floating (feat. 21 Savage),ScHoolboy Q,2019-04-26,1,spotify:track:4NN6N5TxBO5k9uqu0W4gfQ,0.182,0.911,0.172,0.547,0.0,1.0,0.074,0.851,0.0,0.34,0.561,0.75,0.542,0.576,0.153,0.87,0.752,1.983
CHopstix (feat. Travis Scott),ScHoolboy Q,2019-04-26,1,spotify:track:2EGtBS7Ws3ajiSkJLviFJ4,0.046,0.974,0.165,0.601,0.0,0.818,0.124,0.79,0.0,0.093,0.488,0.75,0.622,0.449,0.155,0.885,0.752,1.789
Light It Up (with Tyga & Chris Brown),Marshmello,2019-04-25,1,spotify:track:4Q8aDd3H6LF8t4eY7So9O8,0.041,0.795,0.117,0.629,0.0,1.0,0.102,0.891,0.0,0.051,0.318,0.75,0.599,0.402,0.126,0.863,0.752,1.542
Drugs & The Internet,Lauv,2020-03-06,1,spotify:track:4VM8y5Tx6UBxzfuLvYrhFf,0.363,0.467,0.163,0.553,0.0,0.182,0.331,0.792,1.0,0.107,0.249,0.75,0.234,0.43,0.079,0.92,0.752,1.372
Gang Gang,ScHoolboy Q,2019-04-26,1,spotify:track:6kqPWdv1pNXp6A2CowGSFA,0.016,0.821,0.115,0.491,0.0,0.727,0.669,0.83,1.0,0.091,0.501,0.75,0.031,0.278,0.115,0.882,0.752,1.526
Dangerous (feat. Kid Cudi),ScHoolboy Q,2019-04-26,1,spotify:track:0IH3D0P8OrQFs6ajcqbm0R,0.641,0.317,0.132,0.546,0.0,0.455,0.064,0.722,1.0,0.084,0.755,0.75,0.032,0.421,0.125,0.855,0.752,1.471
"Enzo (with Sheck Wes, feat. Offset, 21 Savage & Gucci Mane)",DJ Snake,2019-07-25,1,spotify:track:5w8wL9IpVlOerzOzOvkjvG,0.074,0.765,0.239,0.733,0.0,0.182,0.313,0.873,1.0,0.017,0.439,0.75,0.162,0.437,0.079,0.937,0.752,1.449
5200,ScHoolboy Q,2019-04-26,1,spotify:track:1e3GEwsaXtBNtPfooQimDn,0.21,0.863,0.199,0.547,0.0,0.364,0.125,0.845,1.0,0.414,0.488,0.75,0.308,0.294,0.226,0.965,0.752,1.462
Tales,ScHoolboy Q,2019-04-26,1,spotify:track:6kmSmIbfnGTaGCgwFW7umS,0.35,0.75,0.157,0.83,0.0,0.182,0.113,0.866,1.0,0.235,0.562,0.75,0.724,0.617,0.192,0.969,0.752,1.355
Drunk (feat. 6LACK),ScHoolboy Q,2019-04-26,1,spotify:track:06Y14QBRyzmPRqrswAfF4J,0.282,0.892,0.199,0.621,0.0,0.0,0.073,0.763,0.0,0.203,0.198,0.75,0.374,0.549,0.099,0.835,0.752,1.378
Lies (feat. Ty Dolla $ign & YG),ScHoolboy Q,2019-04-26,1,spotify:track:7gPHxxAq4YjK7GoLT3Vch3,0.085,0.76,0.154,0.502,0.0,0.727,0.072,0.826,1.0,0.294,0.281,0.75,0.203,0.371,0.308,0.941,0.752,1.413
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,2019-04-25,1,spotify:track:7Feaw9WAEREY0DUOSXJLOM,0.18,0.615,0.146,0.73,0.0,0.455,0.126,0.794,0.0,0.036,0.402,0.75,0.304,0.363,0.088,0.924,0.752,2.018
Water (feat. Lil Baby),ScHoolboy Q,2019-04-26,1,spotify:track:0wE6AaKnovGUAnwmSxHFrr,0.043,0.892,0.144,0.498,0.0,0.909,0.095,0.781,0.0,0.428,0.506,0.75,0.228,0.256,0.263,0.836,0.752,1.269
Black Folk,ScHoolboy Q,2019-04-26,1,spotify:track:1iWAx1WGCY6j2zAMdACQ6E,0.837,0.703,0.128,0.914,0.001,0.182,0.217,0.82,0.0,0.396,0.653,0.75,0.392,0.559,0.274,0.814,0.752,1.453
Attention,ScHoolboy Q,2019-04-26,1,spotify:track:1yYnT37zbmhaH6q3dVud0w,0.155,0.709,0.187,0.807,0.01,1.0,0.111,0.765,1.0,0.415,0.648,0.75,0.673,0.583,0.109,0.957,0.752,1.293
Hurts 2B Human (feat. Khalid),P!nk,2019-04-22,0,spotify:track:7c5h27Ju8JE5xWKTQ88KhL,0.132,0.377,0.189,0.624,0.0,0.636,0.043,0.832,1.0,0.153,0.214,0.0,0.138,0.427,0.285,0.746,0.752,1.141
Out Of Love,Alessia Cara,2018-11-30,0,spotify:track:4WzhjxvLP95y7AMDy0Atwb,0.806,0.411,0.216,0.261,0.0,0.636,0.242,0.728,1.0,0.011,0.426,0.5,0.116,0.256,0.106,0.794,0.752,1.426
Peach,Kevin Abstract,2019-04-25,1,spotify:track:5JRMqkR82k2fdDEAim9SCN,0.688,0.597,0.16,0.687,0.0,0.636,0.091,0.826,1.0,0.057,0.512,0.75,0.414,0.496,0.198,0.958,0.752,1.018
God's Country,Blake Shelton,2019-03-29,0,spotify:track:1dyxS3YzBbL0t8rEVwVQ1K,0.061,0.467,0.192,0.76,0.0,0.909,0.102,0.848,1.0,0.018,0.562,0.75,0.2,0.458,0.062,0.929,0.752,1.213
Power is Power (feat. The Weeknd & Travis Scott),SZA,2019-04-26,0,spotify:track:4cbdPT6uaBOgOQe3fLMofl,0.004,0.429,0.198,0.649,0.0,0.364,0.208,0.779,1.0,0.044,0.804,0.75,0.153,0.531,0.085,0.916,0.757,1.377
Homicide,Logic,2019-05-10,1,spotify:track:7M2tXmeS15NAzEn7ABFeBg,0.138,0.655,0.236,0.767,0.0,0.909,0.155,0.831,0.0,0.398,0.562,0.75,0.78,0.528,0.319,0.878,0.758,8.828
If I Can't Have You,Shawn Mendes,2019-05-03,0,spotify:track:6LsAAHotRLMOHfCsSfYCsz,0.528,0.653,0.176,0.819,0.0,0.182,0.133,0.874,1.0,0.04,0.463,0.75,0.878,0.522,0.058,0.942,0.758,4.987
Go Loko,YG,2019-05-03,1,spotify:track:3SZqA7rQvROJsCbUu2v0xa,0.301,0.88,0.295,0.675,0.0,0.182,0.049,0.845,1.0,0.021,0.324,0.75,0.121,0.32,0.09,0.925,0.758,1.833
MIDDLE CHILD,PnB Rock,2019-05-02,1,spotify:track:4AEzAEnbm9uRgbmTdeI63K,0.138,0.723,0.133,0.569,0.0,0.0,0.093,0.81,1.0,0.485,0.634,0.75,0.39,0.418,0.253,0.903,0.758,1.384
Sympathy,Vampire Weekend,2019-05-03,0,spotify:track:2YegRTu9IjiUg4VWfnXyM3,0.02,0.672,0.215,0.786,0.002,1.0,0.182,0.836,0.0,0.036,0.439,0.75,0.666,0.586,0.051,0.868,0.758,1.384
Hold You Now (feat. Danielle Haim),Vampire Weekend,2019-05-03,0,spotify:track:15E2P2ToSLNnZvcOEQra6a,0.082,0.16,0.135,0.456,0.0,0.0,0.416,0.728,1.0,0.016,0.238,0.75,0.28,0.321,0.052,0.796,0.758,1.351
Devil's Work,Joyner Lucas,2020-03-27,1,spotify:track:3FpmWMmuQfQLpyVD7t5CCE,0.143,0.511,0.279,0.753,0.0,0.182,0.09,0.845,1.0,0.319,0.294,0.75,0.219,0.53,0.195,0.928,0.758,1.155
Hey Julie! (feat. Lil Yachty),KYLE,2019-08-23,1,spotify:track:3fVIFpU3VdSEoR82DaYe79,0.037,0.786,0.138,0.499,0.0,1.0,0.114,0.824,1.0,0.3,0.69,0.75,0.758,0.419,0.148,0.941,0.758,1.332
please,Chelsea Cutler,2019-05-03,0,spotify:track:0TzeZppPwhEhySYaNRulr9,0.893,0.684,0.207,0.157,0.023,0.545,0.116,0.538,0.0,0.012,0.305,0.75,0.221,0.102,0.211,0.698,0.758,1.217
Fuck Up the City (feat. Quavo & Mally Mall),PnB Rock,2019-05-02,1,spotify:track:2onuiR30fndsiwnY4FR8wi,0.082,0.818,0.204,0.771,0.0,0.909,0.084,0.887,0.0,0.048,0.507,0.75,0.365,0.385,0.141,0.888,0.758,1.205
Bambina,Vampire Weekend,2019-05-03,0,spotify:track:528bxUV84T4T8HHBFSpcaV,0.268,0.434,0.079,0.54,0.0,0.182,0.193,0.816,1.0,0.107,0.614,0.75,0.418,0.343,0.132,0.944,0.758,1.197
Joy,Bastille,2019-06-14,0,spotify:track:6Tt1P5CLUrl59oSOTVxON0,0.198,0.487,0.178,0.936,0.0,0.545,0.06,0.858,0.0,0.146,0.427,0.75,0.353,0.678,0.049,0.9,0.758,1.193
Unbearably White,Vampire Weekend,2019-05-03,0,spotify:track:2FjoCQaBoiEKs3FCvD0HkR,0.22,0.458,0.274,0.421,0.021,0.909,0.042,0.791,1.0,0.036,0.854,0.75,0.58,0.382,0.329,0.92,0.758,1.088
How Long?,Vampire Weekend,2019-05-03,0,spotify:track:5jd6XPyXSY4jQVG3SlXP1b,0.506,0.86,0.199,0.387,0.0,1.0,0.112,0.78,0.0,0.017,0.342,0.75,0.823,0.35,0.128,0.824,0.758,1.068
Big Blue,Vampire Weekend,2019-05-03,0,spotify:track:3VORkvig6GJheAu4x3I3oC,0.824,0.652,0.086,0.301,0.008,0.636,0.083,0.716,1.0,0.043,0.622,1.0,0.406,0.283,0.091,0.892,0.758,1.025
Love Me Less (feat. Quinn XCII),MAX,2019-04-05,0,spotify:track:2tOOcDDYkh0PSjr6GwPEAJ,0.083,0.701,0.162,0.867,0.0,1.0,0.32,0.931,0.0,0.074,0.592,0.75,0.781,0.468,0.08,0.878,0.76,1.502
Piece Of Your Heart,MEDUZA,2019-02-01,0,spotify:track:1DFD5Fotzgn6yYXkYsKiGs,0.041,0.635,0.134,0.751,0.0,0.909,0.056,0.799,0.0,0.007,0.464,0.75,0.634,0.431,0.308,0.873,0.76,1.041
What I Like About You (feat. Theresa Rex),Jonas Blue,2019-03-22,0,spotify:track:4NSW0Km5ZG60L8FthUebPJ,0.291,0.372,0.208,0.809,0.0,0.091,0.106,0.892,1.0,0.029,0.333,0.75,0.552,0.412,0.074,0.922,0.76,1.051
